L1,L2,L3,L4,L5,L9,Level,UPC,COLUPC,SY,GE,VEND,ITEM,*STUBSPEC 1844RC                                                         00004  ,VOL_EQ,PRODUCT TYPE,COLOR,SIZE,ADDITIVES,NUMBER OF PLY,TYPE OF DISPENSER,NUMBER OF SHEETS
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,CONVERTING INC,CONVERTING INC,SWANKIE HANKIES,+SNHNK PRINT FCLTS 3PLY 10CT,9,00-01-41624-10237,14162410237,, 1,41624,10237,        +SNHNK PRINT FCLTS 3PLY     10CT 0 1 41624 10237 1  1 0.1000RP   00116  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,3 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,CONVERTING INC,CONVERTING INC,SWANKIE HANKIES,+SNHNK PRINT FCLTS 3PLY 10CT,9,00-01-41624-10238,14162410238,, 1,41624,10238,        +SNHNK PRINT FCLTS 3PLY     10CT 0 1 41624 10238 1  1 0.1000RP   00117  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,3 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,CONVERTING INC,CONVERTING INC,SWANKIE HANKIES,+SNHNK PRINT FCLTS 3PLY 10CT,9,00-01-41624-10239,14162410239,, 1,41624,10239,        +SNHNK PRINT FCLTS 3PLY     10CT 0 1 41624 10239 1  1 0.1000RP   00118  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,3 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,CONVERTING INC,CONVERTING INC,SWANKIE HANKIES,+SNHNK PRINT FCLTS 3PLY 10CT,9,00-01-41624-11800,14162411800,, 1,41624,11800,        +SNHNK PRINT FCLTS 3PLY     10CT 0 1 41624 11800 1  1 0.1000RP   00119  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,3 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,CONVERTING INC,CONVERTING INC,SWANKIE HANKIES,+SNHNK PRINT FCLTS 3PLY 10CT,9,00-01-41624-11801,14162411801,, 1,41624,11801,        +SNHNK PRINT FCLTS 3PLY     10CT 0 1 41624 11801 1  1 0.1000RP   00120  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,3 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,CONVERTING INC,CONVERTING INC,SWANKIE HANKIES,+SNHNK PRINT FCLTS 3PLY 10CT,9,00-01-41624-11893,14162411893,, 1,41624,11893,        +SNHNK PRINT FCLTS 3PLY     10CT 0 1 41624 11893 1  1 0.1000RP   00121  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,3 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,CUSTOM PAPER PRODUCTS INC.,CUSTOM PAPER PRODUCTS INC.,PATRIOT,+PATR4 WHT FCLTS 2PLY 85CT,9,08-01-52418-00069,815241800069,8, 1,52418,   69,        +PATR4 WHT FCLTS 2PLY       85CT 8 1 52418    69 1  1 0.8500RP   00125  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,CUSTOM PAPER PRODUCTS INC.,CUSTOM PAPER PRODUCTS INC.,PATRIOT,+PATR4 WHT FCLTS 2PLY 144CT,9,08-01-52418-00062,815241800062,8, 1,52418,   62,        +PATR4 WHT FCLTS 2PLY      144CT 8 1 52418    62 1  1 1.4400RP   00126  ,1.44,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,POP-UP,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,DELTA TRADE USA LLC,DELTA TRADE USA LLC,LUCKY,+LCK11 WHT FCLTS 3PLY 10CT,9,08-02-08829-04007,820882904007,8, 2, 8829, 4007,        +LCK11 WHT FCLTS 3PLY       10CT 8 2  8829  4007 1  1 0.1000RP   00130  ,0.1,FACIAL TISSUE,WHITE,POCKET SIZE,MISSING,3 PLY,TEAR OPEN,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,DELTA TRADE USA LLC,DELTA TRADE USA LLC,LUCKY,+LCK11 WHT FCLTS 3PLY 10CT,9,08-01-08829-04008,810882904008,8, 1, 8829, 4008,        +LCK11 WHT FCLTS 3PLY       10CT 8 1  8829  4008 1  1 0.1000RP   00131  ,0.1,FACIAL TISSUE,WHITE,POCKET SIZE,MISSING,3 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,DELTA TRADE USA LLC,DELTA TRADE USA LLC,LUCKY,+LCK11 WHT FCLTS 3PLY 100CT,9,08-01-08829-04005,810882904005,8, 1, 8829, 4005,        +LCK11 WHT FCLTS 3PLY      100CT 8 1  8829  4005 1  1 1.0000RP   00132  ,1,FACIAL TISSUE,WHITE,POCKET SIZE,MISSING,3 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,DI GIORGIO CORP,WHITE ROSE FOOD CORP,DOLLAR SMART,+DRSMR WHT FCLTS 2PLY 100CT,9,00-02-74807-32603,27480732603,, 2,74807,32603,        +DRSMR WHT FCLTS 2PLY      100CT 0 2 74807 32603 1  1 1.0000RP   00136  ,1,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,DURA-KLEEN (USA) INC.,DURA-KLEEN (USA) INC.,NOBRAND,+NBRND WHT FCLTS 3PLY 60CT,9,07-02-29193-01002,722919301002,7, 2,29193, 1002,        +NBRND WHT FCLTS 3PLY       60CT 7 2 29193  1002 1  1 0.6000RP   00140  ,0.6,FACIAL TISSUE,WHITE,POCKET SIZE,MISSING,3 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,DURA-KLEEN (USA) INC.,DURA-KLEEN (USA) INC.,NOBRAND,+NBRND WHT FCLTS 3PLY 60CT,9,00-02-29193-01002,22919301002,, 2,29193, 1002,        +NBRND WHT FCLTS 3PLY       60CT 0 2 29193  1002 0= 1 0.6000RP   00141  ,0.6,FACIAL TISSUE,WHITE,POCKET SIZE,MISSING,3 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,DURA-KLEEN (USA) INC.,DURA-KLEEN (USA) INC.,NOBRAND,+NBRND WHT FCLTS 3PLY 100CT,9,07-02-29193-01003,722919301003,7, 2,29193, 1003,        +NBRND WHT FCLTS 3PLY      100CT 7 2 29193  1003 1  1 1.0000RP   00142  ,1,FACIAL TISSUE,WHITE,POCKET SIZE,MISSING,3 PLY,TEAR OPEN,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,ELLIAIR AMERICA CO,ELLIAIR AMERICA CO,ELLIAIR,+ELIAR WHT FCLTS 2PLY 95CT,9,06-01-63463-61381,616346361381,6, 1,63463,61381,        +ELIAR WHT FCLTS 2PLY       95CT 6 1 63463 61381 1  1 0.9500RP   00146  ,0.95,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,ELLIAIR AMERICA CO,ELLIAIR AMERICA CO,ELLIAIR,+ELIAR WHT FCLTS 2PLY 176CT,9,06-01-63463-61304,616346361304,6, 1,63463,61304,        +ELIAR WHT FCLTS 2PLY      176CT 6 1 63463 61304 1  1 1.7600RP   00147  ,1.76,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,ELLIAIR AMERICA CO,ELLIAIR AMERICA CO,ELLIAIR,+ELIAR WHT FCLTS 2PLY 180CT,9,06-01-63463-61371,616346361371,6, 1,63463,61371,        +ELIAR WHT FCLTS 2PLY      180CT 6 1 63463 61371 1  1 1.8000RP   00148  ,1.8,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,ELLIAIR AMERICA CO,ELLIAIR AMERICA CO,ELLIAIR,+ELIAR WHT FCLTS 2PLY 200CT,9,06-01-63463-61301,616346361301,6, 1,63463,61301,        +ELIAR WHT FCLTS 2PLY      200CT 6 1 63463 61301 1  1 2.0000RP   00149  ,2,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,ELLIAIR AMERICA CO,ELLIAIR AMERICA CO,ELLIAIR,+ELIAR WHT FCLTS 2PLY 200CT,9,06-02-63463-61312,626346361312,6, 2,63463,61312,        +ELIAR WHT FCLTS 2PLY      200CT 6 2 63463 61312 1  1 2.0000RP   00150  ,2,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,ELLIAIR AMERICA CO,ELLIAIR AMERICA CO,ELLIAIR,+ELIAR WHT FCLTS 2PLY 200CT,9,06-01-63463-61351,616346361351,6, 1,63463,61351,        +ELIAR WHT FCLTS 2PLY      200CT 6 1 63463 61351 1  1 2.0000RP   00151  ,2,FACIAL TISSUE,WHITE,FAMILY,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,ELLIAIR AMERICA CO,ELLIAIR AMERICA CO,ELLIAIR,+ELIAR WHT FCLTS 2PLY 280CT,9,06-01-63463-61303,616346361303,6, 1,63463,61303,        +ELIAR WHT FCLTS 2PLY      280CT 6 1 63463 61303 1  1 2.8000RP   00152  ,2.8,FACIAL TISSUE,WHITE,FAMILY,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,ELLIAIR AMERICA CO,ELLIAIR AMERICA CO,ELLIAIR,+ELIAR WHT FCLTS 2PLY 1000CT,9,06-01-63463-61302,616346361302,6, 1,63463,61302,        +ELIAR WHT FCLTS 2PLY     1000CT 6 1 63463 61302 1  1 10.000RP   00153  ,10,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,ELLIAIR AMERICA CO,ELLIAIR AMERICA CO,ELLIAIR,+ELIAR WHT FCLTS 2PLY 1000CT,9,06-01-63463-61311,616346361311,6, 1,63463,61311,        +ELIAR WHT FCLTS 2PLY     1000CT 6 1 63463 61311 1  1 10.000RP   00154  ,10,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,ELLIAIR AMERICA CO,ELLIAIR AMERICA CO,ELLIAIR,+ELIAR WHT FCLTS 2PLY LTN 160CT,9,06-01-63463-61361,616346361361,6, 1,63463,61361,        +ELIAR WHT FCLTS 2PLY LTN  160CT 6 1 63463 61361 1  1 1.6000RP   00155  ,1.6,FACIAL TISSUE,WHITE,MISSING,LOTION,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,EVRON INDS LTD,EVRON INDS LTD,LAUREL,+LARL1 WHT FCLTS 2PLY 86CT,9,07-01-26459-03086,712645903086,7, 1,26459, 3086,        +LARL1 WHT FCLTS 2PLY       86CT 7 1 26459  3086 1  1 0.8600RP   00159  ,0.86,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,EVRON INDS LTD,EVRON INDS LTD,LAUREL,+LARL1 WHT FCLTS 2PLY 175CT,9,07-01-26459-03175,712645903175,7, 1,26459, 3175,        +LARL1 WHT FCLTS 2PLY      175CT 7 1 26459  3175 1  1 1.7500RP   00160  ,1.75,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,EVRON INDS LTD,EVRON INDS LTD,LAUREL,+LARL1 WHT FCLTS 2PLY 250CT,9,07-01-26459-03250,712645903250,7, 1,26459, 3250,        +LARL1 WHT FCLTS 2PLY      250CT 7 1 26459  3250 1  1 2.5000RP   00161  ,2.5,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,FOUR STAR INTNL TRDNG CO,FOUR STAR INTNL TRDNG CO,NOBRAND,+NBRND WHT FCLTS 24CT,9,00-01-49696-53220,14969653220,, 1,49696,53220,        +NBRND WHT FCLTS            24CT 0 1 49696 53220 1  1 0.2400RP   00165  ,0.24,FACIAL TISSUE,WHITE,POCKET SIZE,MISSING,MISSING,TEAR OPEN,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,FOUR STAR INTNL TRDNG CO,FOUR STAR INTNL TRDNG CO,NOBRAND,+NBRND WHT FCLTS 1PLY 10CT,9,00-02-49696-80124,24969680124,, 2,49696,80124,        +NBRND WHT FCLTS 1PLY       10CT 0 2 49696 80124 1  1 0.1000RP   00166  ,0.1,FACIAL TISSUE,WHITE,POCKET SIZE,MISSING,1 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,GLOBAL TISSUE GROUP INC,GLOBAL TISSUE GROUP INC,REGAL,+REGA3 WHT FCLTS 2PLY 80CT,9,07-01-26459-01080,712645901080,7, 1,26459, 1080,        +REGA3 WHT FCLTS 2PLY       80CT 7 1 26459  1080 1  1 0.8000RP   00170  ,0.8,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,GLOBAL TISSUE GROUP INC,GLOBAL TISSUE GROUP INC,REGAL,+REGA3 WHT FCLTS 2PLY 120CT,9,07-01-26459-02408,712645902408,7, 1,26459, 2408,        +REGA3 WHT FCLTS 2PLY      120CT 7 1 26459  2408 1  1 1.2000RP   00171  ,1.2,FACIAL TISSUE,WHITE,POCKET SIZE,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,GLOBAL TISSUE GROUP INC,GLOBAL TISSUE GROUP INC,REGAL,+REGA3 WHT FCLTS 2PLY 175CT,9,07-01-26459-01175,712645901175,7, 1,26459, 1175,        +REGA3 WHT FCLTS 2PLY      175CT 7 1 26459  1175 1  1 1.7500RP   00172  ,1.75,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,H. GEORGE CASPARI INC,H. GEORGE CASPARI INC,CASPARI,+CSRI2 PRINT FCLTS 4PLY 10CT,9,00-01-25096-46197,12509646197,, 1,25096,46197,        +CSRI2 PRINT FCLTS 4PLY     10CT 0 1 25096 46197 1  1 0.1000RP   00176  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,4 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,H. GEORGE CASPARI INC,H. GEORGE CASPARI INC,CASPARI,+CSRI2 PRINT FCLTS 4PLY 10CT,9,00-01-25096-46696,12509646696,, 1,25096,46696,        +CSRI2 PRINT FCLTS 4PLY     10CT 0 1 25096 46696 1  1 0.1000RP   00177  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,4 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,H. GEORGE CASPARI INC,H. GEORGE CASPARI INC,CASPARI,+CSRI2 PRINT FCLTS 4PLY 10CT,9,00-01-25096-46697,12509646697,, 1,25096,46697,        +CSRI2 PRINT FCLTS 4PLY     10CT 0 1 25096 46697 1  1 0.1000RP   00178  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,4 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,H. GEORGE CASPARI INC,H. GEORGE CASPARI INC,CASPARI,+CSRI2 PRINT FCLTS 4PLY 10CT,9,00-03-25096-46698,32509646698,, 3,25096,46698,        +CSRI2 PRINT FCLTS 4PLY     10CT 0 3 25096 46698 1  1 0.1000RP   00179  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,4 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,H. GEORGE CASPARI INC,H. GEORGE CASPARI INC,CASPARI,+CSRI2 PRINT FCLTS 4PLY 10CT,9,00-01-25096-46704,12509646704,, 1,25096,46704,        +CSRI2 PRINT FCLTS 4PLY     10CT 0 1 25096 46704 1  1 0.1000RP   00180  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,4 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,H. GEORGE CASPARI INC,H. GEORGE CASPARI INC,CASPARI,+CSRI2 PRINT FCLTS 4PLY 10CT,9,00-01-25096-47530,12509647530,, 1,25096,47530,        +CSRI2 PRINT FCLTS 4PLY     10CT 0 1 25096 47530 1  1 0.1000RP   00181  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,4 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,H. GEORGE CASPARI INC,H. GEORGE CASPARI INC,CASPARI,+CSRI2 PRINT FCLTS 4PLY 10CT,9,00-03-25096-47992,32509647992,, 3,25096,47992,        +CSRI2 PRINT FCLTS 4PLY     10CT 0 3 25096 47992 1  1 0.1000RP   00182  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,4 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,H. GEORGE CASPARI INC,H. GEORGE CASPARI INC,CASPARI,+CSRI2 PRINT FCLTS 4PLY 10CT,9,00-01-25096-48802,12509648802,, 1,25096,48802,        +CSRI2 PRINT FCLTS 4PLY     10CT 0 1 25096 48802 1  1 0.1000RP   00183  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,4 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,H. GEORGE CASPARI INC,H. GEORGE CASPARI INC,CASPARI,+CSRI2 PRINT FCLTS 4PLY 10CT,9,00-01-25096-49362,12509649362,, 1,25096,49362,        +CSRI2 PRINT FCLTS 4PLY     10CT 0 1 25096 49362 1  1 0.1000RP   00184  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,4 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,H. GEORGE CASPARI INC,H. GEORGE CASPARI INC,CASPARI,+CSRI2 PRINT FCLTS 4PLY 10CT,9,00-01-25096-49364,12509649364,, 1,25096,49364,        +CSRI2 PRINT FCLTS 4PLY     10CT 0 1 25096 49364 1  1 0.1000RP   00185  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,4 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,H. GEORGE CASPARI INC,H. GEORGE CASPARI INC,CASPARI,+CSRI2 PRINT FCLTS 4PLY 10CT,9,00-01-25096-49938,12509649938,, 1,25096,49938,        +CSRI2 PRINT FCLTS 4PLY     10CT 0 1 25096 49938 1  1 0.1000RP   00186  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,4 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,H. GEORGE CASPARI INC,H. GEORGE CASPARI INC,CASPARI,+CSRI2 PRINT FCLTS 4PLY 10CT,9,00-01-25096-49939,12509649939,, 1,25096,49939,        +CSRI2 PRINT FCLTS 4PLY     10CT 0 1 25096 49939 1  1 0.1000RP   00187  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,4 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,H. GEORGE CASPARI INC,H. GEORGE CASPARI INC,CASPARI,+CSRI2 PRINT FCLTS 4PLY 10CT,9,00-03-25096-49940,32509649940,, 3,25096,49940,        +CSRI2 PRINT FCLTS 4PLY     10CT 0 3 25096 49940 1  1 0.1000RP   00188  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,4 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,H. GEORGE CASPARI INC,H. GEORGE CASPARI INC,CASPARI,+CSRI2 PRINT FCLTS 4PLY 10CT,9,00-03-25096-49941,32509649941,, 3,25096,49941,        +CSRI2 PRINT FCLTS 4PLY     10CT 0 3 25096 49941 1  1 0.1000RP   00189  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,4 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,H. GEORGE CASPARI INC,H. GEORGE CASPARI INC,CASPARI,+CSRI2 PRINT FCLTS 4PLY 10CT,9,00-02-25096-49943,22509649943,, 2,25096,49943,        +CSRI2 PRINT FCLTS 4PLY     10CT 0 2 25096 49943 1  1 0.1000RP   00190  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,4 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,H. GEORGE CASPARI INC,H. GEORGE CASPARI INC,CASPARI,+CSRI2 PRINT FCLTS 4PLY 10CT,9,00-01-25096-50721,12509650721,, 1,25096,50721,        +CSRI2 PRINT FCLTS 4PLY     10CT 0 1 25096 50721 1  1 0.1000RP   00191  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,4 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,H. GEORGE CASPARI INC,H. GEORGE CASPARI INC,CASPARI,+CSRI2 PRINT FCLTS 4PLY 10CT,9,00-01-25096-50722,12509650722,, 1,25096,50722,        +CSRI2 PRINT FCLTS 4PLY     10CT 0 1 25096 50722 1  1 0.1000RP   00192  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,4 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,H. GEORGE CASPARI INC,H. GEORGE CASPARI INC,CASPARI,+CSRI2 PRINT FCLTS 4PLY 10CT,9,00-01-25096-50723,12509650723,, 1,25096,50723,        +CSRI2 PRINT FCLTS 4PLY     10CT 0 1 25096 50723 1  1 0.1000RP   00193  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,4 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,H. GEORGE CASPARI INC,H. GEORGE CASPARI INC,CASPARI,+CSRI2 PRINT FCLTS 4PLY 10CT,9,00-01-25096-50725,12509650725,, 1,25096,50725,        +CSRI2 PRINT FCLTS 4PLY     10CT 0 1 25096 50725 1  1 0.1000RP   00194  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,4 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,H. GEORGE CASPARI INC,H. GEORGE CASPARI INC,CASPARI,+CSRI2 PRINT FCLTS 4PLY 10CT,9,00-01-25096-50727,12509650727,, 1,25096,50727,        +CSRI2 PRINT FCLTS 4PLY     10CT 0 1 25096 50727 1  1 0.1000RP   00195  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,4 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,H. GEORGE CASPARI INC,H. GEORGE CASPARI INC,CASPARI,+CSRI2 PRINT FCLTS 4PLY 10CT,9,00-01-25096-50729,12509650729,, 1,25096,50729,        +CSRI2 PRINT FCLTS 4PLY     10CT 0 1 25096 50729 1  1 0.1000RP   00196  ,0.1,FACIAL TISSUE,PRINT,MISSING,MISSING,4 PLY,TEAR OPEN,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,H. GEORGE CASPARI INC,H. GEORGE CASPARI INC,CASPARI,+CSRI2 PRINT FCLTS 4PLY 10CT,9,00-01-25096-50730,12509650730,, 1,25096,50730,        +CSRI2 PRINT FCLTS 4PLY     10CT 0 1 25096 50730 1  1 0.1000RP   00197  ,0.1,FACIAL TISSUE,PRINT,MISSING,MISSING,4 PLY,TEAR OPEN,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,H. GEORGE CASPARI INC,H. GEORGE CASPARI INC,CASPARI,+CSRI2 PRINT FCLTS 4PLY 10CT,9,00-01-25096-50732,12509650732,, 1,25096,50732,        +CSRI2 PRINT FCLTS 4PLY     10CT 0 1 25096 50732 1  1 0.1000RP   00198  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,4 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,H. GEORGE CASPARI INC,H. GEORGE CASPARI INC,CASPARI,+CSRI2 PRINT FCLTS 4PLY 10CT,9,00-01-25096-50733,12509650733,, 1,25096,50733,        +CSRI2 PRINT FCLTS 4PLY     10CT 0 1 25096 50733 1  1 0.1000RP   00199  ,0.1,FACIAL TISSUE,PRINT,MISSING,MISSING,4 PLY,TEAR OPEN,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,H. GEORGE CASPARI INC,H. GEORGE CASPARI INC,CASPARI,+CSRI2 PRINT FCLTS 4PLY 10CT,9,00-03-25096-50734,32509650734,, 3,25096,50734,        +CSRI2 PRINT FCLTS 4PLY     10CT 0 3 25096 50734 1  1 0.1000RP   00200  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,4 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,H. GEORGE CASPARI INC,H. GEORGE CASPARI INC,CASPARI,+CSRI2 PRINT FCLTS 4PLY 10CT,9,00-01-25096-50735,12509650735,, 1,25096,50735,        +CSRI2 PRINT FCLTS 4PLY     10CT 0 1 25096 50735 1  1 0.1000RP   00201  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,4 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,H. GEORGE CASPARI INC,H. GEORGE CASPARI INC,CASPARI,+CSRI2 PRINT FCLTS 4PLY 10CT,9,00-01-25096-50736,12509650736,, 1,25096,50736,        +CSRI2 PRINT FCLTS 4PLY     10CT 0 1 25096 50736 1  1 0.1000RP   00202  ,0.1,FACIAL TISSUE,PRINT,MISSING,MISSING,4 PLY,TEAR OPEN,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,H. GEORGE CASPARI INC,H. GEORGE CASPARI INC,CASPARI,+CSRI2 PRINT FCLTS 4PLY 10CT,9,00-01-25096-51249,12509651249,, 1,25096,51249,        +CSRI2 PRINT FCLTS 4PLY     10CT 0 1 25096 51249 1  1 0.1000RP   00203  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,4 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,H. GEORGE CASPARI INC,H. GEORGE CASPARI INC,CASPARI,+CSRI2 PRINT FCLTS 4PLY 10CT,9,00-02-25096-51255,22509651255,, 2,25096,51255,        +CSRI2 PRINT FCLTS 4PLY     10CT 0 2 25096 51255 1  1 0.1000RP   00204  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,4 PLY,TOP OPENING,MISSING
